energy,homogeneity,dissimilarity,correlation,contrast,label
0.43940345710925655,0.4807369656898024,13.098757679056742,0.9554660868655453,653.845489771988,ModerateDemented
0.43940345710925655,0.4807369656898024,13.098757679056742,0.9554660868655453,653.845489771988,ModerateDemented
0.4409076741786516,0.484419150412092,12.348284638176352,0.9400717540537333,599.6493062335974,ModerateDemented
0.4409076741786516,0.484419150412092,12.348284638176352,0.9400717540537333,599.6493062335974,ModerateDemented
0.4409076741786516,0.484419150412092,12.348284638176352,0.9400717540537333,599.6493062335974,ModerateDemented
0.4384355416504469,0.492845283277913,8.955596816367871,0.9470737340818738,317.8828731737891,MildDemented
0.4409076741786516,0.484419150412092,12.348284638176352,0.9400717540537333,599.6493062335974,ModerateDemented
0.43672314756762454,0.47434028159676384,13.645980981620035,0.9468629879052162,708.4909259029303,MildDemented
0.4409076741786516,0.484419150412092,12.348284638176352,0.9400717540537333,599.6493062335974,ModerateDemented
0.43720159679889725,0.4765406583128653,12.838512510352594,0.9467337156822114,614.9754223992835,MildDemented
0.4409076741786516,0.484419150412092,12.348284638176352,0.9400717540537333,599.6493062335974,ModerateDemented
0.43586144831845075,0.4772800888310101,12.742263612944773,0.9510403981061777,628.5387912978846,MildDemented
0.4409076741786516,0.484419150412092,12.348284638176352,0.9400717540537333,599.6493062335974,ModerateDemented
0.4369061115376509,0.4836890887532357,10.688763637172372,0.9453380980519793,467.91554029906104,MildDemented
0.4409076741786516,0.484419150412092,12.348284638176352,0.9400717540537333,599.6493062335974,ModerateDemented
0.4373188394137499,0.47735743031980743,12.877602363385394,0.9534819419124881,634.2870454094603,MildDemented
0.4409076741786516,0.484419150412092,12.348284638176352,0.9400717540537333,599.6493062335974,ModerateDemented
0.43670475036231926,0.47478433070266934,12.909222911704752,0.9551201931127099,622.9033488987831,MildDemented
0.4409076741786516,0.484419150412092,12.348284638176352,0.9400717540537333,599.6493062335974,ModerateDemented
0.4363583236719988,0.4771299195943828,12.671901390984889,0.954034161134002,613.3845599368275,MildDemented
0.4409076741786516,0.484419150412092,12.348284638176352,0.9400717540537333,599.6493062335974,ModerateDemented
0.43603087958477293,0.4738556688319723,12.850300582831606,0.9556108300110439,653.1286325415243,MildDemented
0.4409076741786516,0.484419150412092,12.348284638176352,0.9400717540537333,599.6493062335974,ModerateDemented
0.4364580328142853,0.4765356955729431,12.237309596546453,0.9556834826182238,591.9127634878884,MildDemented
